,MAL_TBP.U30.30HFE10AA001XQ01.out,MAL_TBP.U30.30HFE50AA001XQ01.out,MAL_TBP.U30.30CJA10DT109.out,MAL_TBP.U30.30HHY11CR002XQ01.out
430,68.78125,68.5625,29.470653533935547,0.0
431,68.90625,68.65625,29.658884048461914,0.0
432,68.90625,68.65625,29.22869873046875,0.0
433,69.1875,69.09375,29.378631591796875,0.0
434,69.1875,69.09375,29.126985549926758,0.0
435,68.75,68.625,29.3183536529541,0.0
436,68.75,68.625,29.585786819458008,0.0
437,69.25,68.65625,28.925987243652344,0.0
438,69.25,68.65625,29.104286193847656,0.0
439,68.5625,68.40625,28.963088989257812,0.0
440,69.03125,68.40625,29.078929901123047,0.0
441,69.21875,69.125,29.078929901123047,0.0
442,69.21875,69.125,29.155750274658203,0.0
443,68.9375,68.71875,28.981815338134766,0.0
444,68.9375,68.71875,28.714723587036133,0.0
445,68.75,68.625,29.180225372314453,0.0
446,68.8125,68.625,29.04429054260254,0.0
447,68.875,68.65625,29.121971130371094,0.0
448,68.65625,68.65625,29.141647338867188,0.0
449,68.65625,68.5,29.08294677734375,0.0
450,68.875,68.5,28.908584594726562,0.0
451,68.875,68.59375,29.101272583007812,0.0
452,69.125,68.78125,29.101272583007812,0.0
453,69.125,68.78125,29.131433486938477,0.0
454,68.96875,68.78125,29.131433486938477,0.0
455,69.03125,68.9375,28.805063247680664,0.0
456,68.96875,68.75,28.895526885986328,0.0
457,68.96875,68.75,29.071327209472656,0.0
458,68.71875,68.5625,29.218772888183594,0.0
459,68.71875,68.5625,29.21595001220703,0.0
460,68.71875,68.90625,29.21595001220703,0.0
461,69.28125,69.03125,29.36540412902832,0.0
462,68.71875,68.5625,28.9848575592041,0.0
463,68.71875,68.5625,28.769393920898438,0.0
464,69.0,68.5,28.769393920898438,0.0
465,68.875,68.5,29.156200408935547,0.0
466,68.5,68.8125,29.28723907470703,0.0
467,68.5,68.8125,28.62823486328125,0.0
468,69.25,69.0,29.156496047973633,0.0
469,69.0,69.0,28.95177459716797,0.0
470,69.0,68.71875,29.188796997070312,0.0
471,69.09375,68.53125,29.006370544433594,0.0
472,69.0,68.8125,29.156875610351562,0.0
473,69.09375,68.96875,29.041378021240234,0.0
474,69.09375,68.96875,28.948291778564453,0.0
475,69.0,68.90625,28.939056396484375,0.0
476,69.0,68.90625,28.939056396484375,0.0
477,69.0625,68.90625,28.48303985595703,0.0
478,69.0625,68.90625,28.875396728515625,0.0
479,69.125,68.8125,28.69953155517578,0.0
480,69.125,68.8125,28.85689926147461,0.0
481,69.3125,68.96875,28.63986587524414,0.0
482,69.3125,68.96875,28.4747314453125,0.0
483,68.9375,68.875,28.88748550415039,0.0
484,68.9375,68.875,28.80768585205078,0.0
485,69.0,68.9375,28.227947235107422,0.0
486,69.0,68.9375,28.715049743652344,0.0
487,69.0,68.84375,28.715049743652344,0.0
488,68.875,68.5,28.636959075927734,0.0
